Name,Age,Potential,Position,Overall
A. Trusty,19,79,LCB,66
Ryu Won Woo,27,67,GK,66
F. Dick,33,66,RB,66
D. Rose,24,69,LS,66
M. Oesterhelweg,27,66,LM,66
D. Mignanelli,25,71,LB,66
Lee Jong Ho,26,68,ST,66
Z. Clark,26,70,GK,66
S. Stevens,26,70,GK,66
Sergio Gil,22,74,CDM,66
U. Zeybek,23,73,CDM,66
A. Acosta,21,78,RM,66
K. Oi,34,66,CB,66
Y. Sari,19,75,RM,66
M. Ruiz,17,79,LCM,66
L. Holmes,31,66,RM,66
D. Powers,27,67,CM,66
S. Henderson,30,66,GK,66
S. Scougall,25,68,CM,66
Cho Yong Hyung,34,66,CB,66
Cho Young Wook,19,74,ST,66
H. Koffi,21,77,GK,66
S. Sandberg,24,71,RB,66
T. Gabuza,30,66,ST,66
P. Mu¤oz,32,66,RW,66
C. MacGillivray,25,72,GK,66
C. Arcus,22,74,RB,66
A. Dercho,31,66,LB,66
H. Hauger,32,66,RCM,66
Manu,34,66,LB,66
J. Leko,19,78,RW,66
J. Aguirre,26,71,GK,66
Kim Chang Soo,32,66,RB,66
L. ?irkovi?,25,69,LCB,66
Isma Cerro,22,73,RM,66
E. Castillo,23,75,LS,66
P. Downing,26,68,CB,66
R. Vollath,28,67,GK,66
A. Munksgaard,20,74,RWB,66
M. Ogbu,27,67,ST,66
Jang Ho Ik,24,69,RM,66
K. Bartolec,23,74,RWB,66
G. Malcore,24,73,ST,66
V. Gvilia,24,71,CAM,66
D. Burni?,20,78,CDM,66
A. ™ztrk,25,70,CB,66
K. Taketomi,27,66,LM,66
M. Mancosu,29,66,CAM,66
D. Jakovi?,32,66,LCB,66
M. Saeid,27,66,CM,66
U. Taffertshofer,26,67,RDM,66
A. Medina,33,66,ST,66
M. Papadopulos,33,66,ST,66
N. Zaniolo,18,84,CAM,66
F. Montero,29,66,LCM,66
J. Vukovi?,26,69,CDM,66
E. Barli,26,70,GK,66
G. Carrasco,21,76,RB,66
A. Balijon,35,66,GK,66
I. Saavedra,19,74,RCM,66
Z. Janji?,32,66,CAM,66
J. Skjelvik,26,68,CB,66
K. Kami?ski,27,69,GK,66
M. Endres,27,67,RCB,66
B. Delacourt,32,66,CB,66
C. Rismark,26,68,CB,66
A. Ligi,28,66,CB,66
D. Lachman,28,66,CB,66
M. Riascos,27,66,RM,66
L. Vignali,22,77,RB,66
S. Sk†levik,25,71,ST,66
M. Djetei,23,75,CB,66
A. Fuchs,21,75,CM,66
M. K”nnecke,29,66,CAM,66
E. Yao Guy,22,74,CB,66
G. Burke,24,71,CAM,66
C. Hemlein,27,66,RM,66
D. Anderson,23,75,RB,66
M. D?hr Thychosen,21,74,RWB,66
A. Nordvik,31,66,CB,66
D. Thomalla,25,69,ST,66
P. Parzyszek,24,71,ST,66
M. Fornasier,24,70,CB,66
Michel Douglas,26,68,ST,66
?lex Cobo,22,76,GK,66
M. €elik,28,66,LW,66
L. Woudenberg,24,70,LB,66
T. Tekie,21,72,LCM,66
D. Vega,25,67,RW,66
N. Rusyn,19,78,ST,66
V¡ctor,21,79,RM,66
A. Deja,25,70,RDM,66
F. Cornejo,22,76,CM,66
A. Balboa,24,73,ST,66
D. Edwards,32,66,CM,66
R. Vargas,23,69,NP,66
F. Rherras,25,70,LB,66
Gu Sung Yun,24,70,GK,66
C. Mavrias,24,72,RM,66
E. Martinez,27,66,CM,66
Lee Chang Geun,24,72,GK,66
M. Mohsen,29,66,ST,66
A. G¢mez,25,68,LWB,66
N. Ram¡rez,21,80,LCB,66
C. Gebauer,24,69,RM,66
C. Knett,27,67,GK,66
K. Naismith,26,67,LB,66
Rober Correa,25,69,RB,66
C. Escobar,28,66,ST,66
J. Smeets,23,72,CM,66
Borja Gal n,25,68,LM,66
J. Intriago,22,75,CM,66
D. Sj”lund,35,66,CM,66
E. Bonifacio,24,73,RWB,66
Lee Ho Seung,28,66,GK,66
G. Hein,21,72,RW,66
H. Abe,19,80,LM,66
A. De Bruyn,24,69,LM,65
J. Akinde,28,65,ST,65
D. McGregor,32,65,CB,65
G. Villarruel,25,68,RM,65
Pastrana,21,75,LM,65
Teixeira Jos‚,28,65,RB,65
A. Fern ndez,32,65,RM,65
J. Devecchi,22,75,GK,65
C. Frchtl,18,86,GK,65
I. Rondanini,23,73,RB,65
W. Creavalle,27,66,CDM,65
A. Considine,31,65,RCB,65
J. Vitale,22,74,CDM,65
J. Ryerson,20,73,CDM,65
J. R¡os,26,67,LDM,65
K. Dabila,21,75,CB,65
Avil‚s,20,74,RM,65
No Dong Geon,26,68,GK,65
Benjamin Muscato,26,65,CB,65
N. Topor-Stanley,33,65,LCB,65
P. Clement,22,71,CAM,65
H. Toffolo,22,70,LB,65
C. Colkett,21,74,CM,65
B. €amo?lu,21,72,RM,65
Yang Dong Hyen,32,65,ST,65
S. Tetteh,21,74,ST,65
A. Dobos,18,79,CAM,65
J. Mason,27,65,ST,65
Lee Woong Hee,29,65,CB,65
C. Lavery,25,67,ST,65
M. Savastano,21,72,LB,65
N. Granatowski,27,65,LM,65
M. Stiefler,29,65,RCM,65
L. Pavez,22,74,LB,65
S. Rom n,23,74,GK,65
M. Bakker,18,79,LB,65
A. Sambi Lokonga,18,81,RCM,65
M. P‚rez Acu¤a,24,71,RB,65
K. Dempsey,22,74,CM,65
Lee You Hyeon,21,75,RW,65
Y. Quintana,22,73,CB,65
B. Knighton,33,65,GK,65
R. Bennett,26,65,RCB,65
A. Lonergan,34,65,GK,65
B. Sverrisson,28,65,CDM,65
D. Forde,38,65,GK,65
H. Gong,19,77,RW,65
T. Kupisz,28,65,RM,65
M. Abusabaan,28,65,CM,65
C. Amaya,27,65,ST,65
Wu Yake,27,67,GK,65
M. Schulz,23,75,LDM,65
O. Rojas,36,65,RB,65
P. Jaroszy?ski,23,70,LB,65
L. Reed,20,74,LCM,65
T. Elrich,31,65,LCB,65
M. Malaeka,32,65,GK,65
C. Renter¡a,22,75,CDM,65
S. Cox,31,65,ST,65
A. Mannus,36,65,GK,65
P. Jaeckel,19,77,CB,65
J. Bijol,19,78,CDM,65
Z. Kozulj,24,69,RCM,65
Song Jin Hyung,30,65,CM,65
C. Duvall,26,66,RB,65
R. Williams,21,74,LW,65
M. Naamani,27,67,RCB,65
M. Gollner,27,66,CB,65
D. Pedersen,25,69,LCM,65
O. Berber,26,68,LB,65
Steven Vit¢ria,31,65,CB,65
B. Stokke,27,65,LS,65
M. Ospitalieri,26,67,LB,65
J. Haugaard,26,70,GK,65
S. Mauk,22,73,CAM,65
?scar Whalley,24,70,GK,65
S. O'Donnell,32,65,CM,65
Marquinhos Cipriano,19,81,RM,65
I. Vassell,24,68,ST,65
T. Lehne Olsen,27,66,ST,65
S. Pontisso,21,77,CM,65
Henrique Jardinel,30,65,CDM,65
C. Almeida,28,65,LB,65
R. Yal‡?n,24,72,LDM,65
S. Jhingan,24,71,RCB,65
Jeong Hyun Cheol,25,69,CM,65
M. McKenzie,19,78,RCB,65
J. Deumeland,30,65,GK,65
N. Lang,19,77,LW,65
V. Vries,27,68,GK,65
L. Verstraete,19,77,RCM,65
J. Jigauri,25,68,CAM,65
D. Moxey,32,65,LB,65
C. Wernitznig,28,65,RCM,65
C. Valeri,33,65,CDM,65
M. Mosquera,25,68,LCB,65
R. Kouam‚,21,76,CM,65
D. Chima Chukwu,27,66,ST,65
E. Harrison,24,66,ST,65
T. Wendel,29,65,CDM,65
O. Schnitzler,22,72,GK,65
A. Coly,25,67,RB,65
M. Vera,22,74,CDM,65
R. De Vita,30,65,LM,65
F. Lohkemper,23,72,LS,65
M. Ajani,24,68,RM,65
M. Lund Nielsen,30,65,RCM,65
T. Mpati,26,67,RB,65
Edu Espiau,23,71,ST,65
H. Acosta,26,66,RB,65
T. Bu Haymid,30,65,RWB,65
D. Mikanovi?,24,71,RB,65
R. Massimo,17,82,RM,65
A. Sm rason,29,65,CAM,65
S. Brandy,33,65,ST,65
B. Adjei-Boateng,24,71,CM,65
F. Milo,26,68,LB,65
K. Ciss‚,34,65,RCB,65
D. Castillo,27,68,GK,65
A. Kre?i?,22,75,CB,65
Escriche,20,75,RS,65
E. Ataseven,25,70,CDM,65
M. Kopczy?ski,26,68,CDM,65
Mao Jianqing,31,65,LW,65
J. Clarke,26,66,RB,65
Pak Kwang Ryong,25,66,RW,65
J. Husband,24,70,LB,65
A. Al Zori,30,65,LB,65
Airam,30,65,ST,65
M. Schulze Niehues,29,65,GK,65
P. De la Vega,17,82,LW,65
P. Sweeney,23,69,RB,65
P. Tuszy?ski,28,65,ST,65
J. Mosquera,27,68,CDM,65
M. Coppolaro,21,79,RCB,65
R. Mmaee,21,74,ST,65
S. Inagaki,26,67,LCM,65
E. Mwepu,20,76,CM,65
F. Viteritti,25,67,LCM,65
A. Dyer,28,65,CM,65
M. Mak,26,65,LM,65
Bae Il Hwan,29,65,RW,65
H. Adelakun,22,77,RM,65
M. Devlin,24,70,CB,65
J. Serra,20,78,LS,65
G. Faivre,31,65,GK,65
K. Ellis,27,66,RB,65
L. Janoszka,31,65,LM,65
P. Azango,21,74,LW,65
M. Kennedy,23,71,LS,65
N. Fitzgerald,26,65,LW,65
M. Kudo,28,65,ST,65
N. Busch Thor,32,65,CDM,65
M. Harriman,25,67,RB,65
L. G”rtler,24,71,ST,65
D. Ovono,35,65,GK,65
L. Pellegrini,19,79,LB,65
K. Larsen,26,66,LM,65
A. Kruiswijk,33,65,LB,65
A. Jaakkola,31,65,GK,65
T. Chong,18,85,RW,65
P. Alvarenga,30,65,ST,65
M. Pascali,36,65,CB,65
L. Dyer,35,65,LM,65
P. Delecroix,29,66,GK,65
E. Hooi,26,65,LW,65
J. Riley,26,66,RB,65
J. L¢pez,26,65,CAM,65
C. Stokes,27,66,LCB,65
J. Campbell,25,69,CB,65
Marc?o,22,69,CB,65
D. Mungo,25,67,RDM,65
G. Marinelli,29,66,GK,65
G. Wegkamp,25,70,ST,65
A. Gersbach,21,75,LB,65
You Ju An,19,73,ST,65
M. Tacalfred,37,65,RCB,65
I. Durmu?,24,69,LW,65
J. M‚ndez,21,74,LCM,65
A. Otero,34,65,GK,65
Kim Jin Ya,20,77,RCB,65
D. Christensen,29,65,LB,65
N. DeLeon,27,65,RB,65
L. Grozurek,26,66,RF,65
L. Narv ez,33,65,CDM,65
R. McArdle,31,65,LCB,65
J. P‚rez,20,81,RW,65
Loureiro,21,73,RB,65
Javi Hern ndez,20,79,CB,65
K. Appiah,27,65,LS,65
R. Kirilov,26,66,LW,65
H. Matynia,22,72,LB,65
Fran G mez,26,66,RB,65
O. Ademi,26,66,LS,65
J. Bj?rdal,32,65,CB,65
A. Stolz,34,65,GK,65
Borja Garc¡a,28,67,CB,65
N. Sonko Sundberg,22,72,RCB,65
T. Bo?i?,30,65,CB,65
Guridi,23,73,CM,65
Fabio Gonz lez,21,73,CDM,65
W. Thomas,31,65,LS,65
M. Costly,22,72,RW,65
T. Knoflach,24,71,GK,65
Z. Vyner,21,72,RB,65
B. Atik,23,72,CAM,65
L. Goujon,22,74,CM,65
M. Ferrier,23,70,ST,65
H. Salinas,28,65,LM,65
K. Nakamachi,32,65,CDM,65
J. Ekkelenkamp,18,78,CM,65
L. Haquin,20,72,LCB,65
L. Legge,33,65,RCB,65
K. Harris,25,68,LM,65
S. Avellaneda,28,67,GK,65
F. ?vila,24,71,LW,65
M. Almeb„ck,30,65,CB,65
J. Gnther-Schmidt,23,72,RS,65
B. Rivero,22,75,CDM,65
L. Argudo,22,72,LM,65
J. Leutwiler,29,65,GK,65
J. Ortiz,27,65,LM,65
E. Demirovi?,20,79,ST,65
H. Petryk,23,72,RB,65
S. O'Keefe,27,65,CM,65
Woo Ju Sung,25,68,RB,65
A. ?erm k,23,72,CAM,65
E. Schreiner,29,65,LB,65
A. Ba,19,78,LM,65
U. Moses Ekpai,22,73,RM,65
L. Daniels,30,65,GK,65
R. Laursen,26,68,RWB,65
J. Cullen,22,75,CDM,65
N. Kijewski,22,73,LB,65
B. Passi,20,76,CB,65
T. Mller,23,69,RCB,65
R. Proch zka,29,65,CDM,65
A. Alvarez,33,65,RM,65
Alex Vallejo,26,69,CDM,65
M. Pepi?,22,72,RDM,65
Matheus Jesus,21,76,CDM,65
M. Gebers,32,65,CB,65
E. Pimentel,28,65,CB,65
A. Jackson-Hamel,24,69,ST,65
Paulito Zanon,26,65,CDM,65
L. Amos,21,79,CM,65
S. Gomez,22,75,LDM,65
Omar Santana,27,65,CAM,65
Y. M'Bone,25,70,LCB,65
Salva Ru¡z,23,70,LB,65
J. Deschamps,34,65,GK,65
F. Feuillassier,20,80,LW,65
P. Haglund,31,65,CAM,65
Henrique,33,65,LW,65
K. Hemmings,26,66,ST,65
P. Jerez,31,65,RB,65
W. Ponce,20,78,ST,65
K. Ford,22,74,CB,65
R. Grzyb,35,65,CDM,65
G. Gunning,27,65,CB,65
I. ?ehi?,29,66,GK,65
B. Potts,23,70,RM,65
A. Hughes,38,65,CB,65
J. Steer,25,70,GK,65
K. Sharahili,31,65,GK,65
J. Hamilton,22,72,ST,65
J. Reimerink,28,65,LM,65
C. Woodrow,23,72,RS,65
D. Georgievski,30,65,RB,65
L. Escalante,26,65,LM,65
K. Davis,20,76,ST,65
V. Morales,27,67,CB,65
M. Omoh,26,65,RW,65
N. Guerra,19,78,ST,65
P. Schrpf,28,65,LM,65
C. Davies,32,65,ST,65
A. Keita,31,65,GK,65
I. Erquiaga,20,75,LB,65
M. Abena,23,69,RB,65
Ham Seok Min,24,72,GK,65
D. Wheeler,27,65,RM,65
Fran Garc¡a,25,67,LB,65
S. San‚,25,67,ST,65
M. Sol¡s,35,65,GK,65
F. Pick,22,73,RM,65
D. Merelli,22,71,GK,65
Zhang Lie,36,65,GK,65
E. ?ipovi?,27,66,RCB,65
R. Miyaichi,25,68,RM,65
L. Burnet,27,65,LB,65
C. Bickel,27,65,RM,65
J. McCarthy,25,70,GK,65
T. Dekker,20,72,RB,65
S. Niakat‚,18,81,CB,65
D. Marcandella,21,74,CAM,65
Park Won Jae,34,65,LB,65
N. Ioannidis,24,68,ST,65
A. Barylla,21,73,RCB,65
J. Gonz lez,26,69,CB,65
G. Treand,32,65,LM,65
E. Markkanen,26,66,LS,65
A. McCormack,34,65,CDM,65
M. Firenze,25,67,RDM,65
I. Maela,25,67,LB,65
L. Romo,23,73,LCB,65
Peng Xinli,26,66,RDM,65
J. Zwischenbrugger,28,65,CB,65
R. Taylor,23,71,RM,65
O. Clarke,26,65,RCM,65
C. Cropper,25,69,GK,65
B. Garuccio,23,72,LB,65
M. Fofana,20,80,CDM,65
F. Beltr n,20,75,CM,65
J. Carranza,18,83,ST,65
J. Arias,23,70,ST,65
D. Bergqvist,25,69,CM,65
J. Clarke-Harris,23,70,RS,65
Juan C mara,24,71,LM,65
H. Da Campo,23,71,LM,65
R. Scheu,23,71,RM,65
G. Bigirimana,24,69,RCM,65
E. Hajri,35,65,RB,65
M. Langer,33,65,GK,65
G. Allison,27,66,GK,65
S. Walker,26,68,GK,65
L. Olum,33,65,CB,65
C. Giraldo,38,65,LDM,65
G. Cros,23,70,LB,65
Heo Yong Joon,25,68,LW,65
A. Ouahim,20,76,CAM,65
K. Walker,28,65,CM,65
J. Benet,23,73,CM,65
L. Villarruel,27,66,CDM,65
T. Hadebe,22,75,CB,65
Patrick,24,69,ST,65
C. Diedhiou,30,65,CB,65
L. P‚rez,28,65,ST,65
Sidnei Dalmeira,30,65,CB,65
Alfred,22,72,RM,65
?lvaro Bustos,23,72,LW,65
I. Azzaoui,20,77,LM,65
Y. Marillat,23,70,GK,65
Fidalgo,21,75,CM,65
C. Togashi,24,69,ST,65
Roger Figueras,21,75,CB,65
V¡tor Tormena,22,71,RB,65
S. Matuszek,29,65,RCM,65
E. T?nne,27,65,LW,65
B. Samba,24,69,GK,65
M. Aaquist,23,71,CAM,65
R£ben Lameiras,23,71,RM,65
A. Hinestroza,29,65,LDM,65
J. Hingert,27,65,RB,65
P. Drewes,25,70,GK,65
S. Peszko,33,65,LM,65
D. Petkovi?,25,68,GK,65
Wang Xiaolong,32,65,RW,65
E. Pezzi,28,65,LB,65
O. Hein,28,65,RB,65
E. Serje,22,72,CDM,65
M. Biankadi,23,72,LM,65
L. Miller,35,65,ST,65
J. Mller,28,65,RM,65
C. Alk?l?‡,30,65,RB,65
M. Kleinsorge,22,70,RM,65
M. D vila,26,66,LDM,65
K. Vincent-Young,22,74,LB,65
L. Rajot,20,75,CDM,65
M. Amini,25,70,CM,65
J. Ring,26,65,RM,65
C. Palomeque,24,68,LM,65
T. Rehfeldt,24,69,CB,65
R. Gojani,25,68,CM,65
I. Traor‚,29,65,CAM,65
F. S nchez,33,65,LB,65
S. Torrizales,26,68,CM,65
J. Leiva,24,68,LW,65
T. R”ttger,32,65,ST,65
A. Duarte,24,70,GK,65
K. Ceesay,30,65,RB,65
L. K”nigshofer,29,65,GK,65
L. Hoyos,29,67,GK,65
J. Murillo,25,67,LM,65
Lu¡s Maximiano,19,80,GK,65
Han Peng,34,65,ST,65
J. Derstroff,26,66,LM,65
H. Bj?rdal,21,74,RM,65
H. Skogseid,30,65,RB,65
A. Had?iahmetovi?,21,78,LM,65
J. Balkovec,23,71,LB,65
J. Jones,29,65,GK,65
P. Sohm,26,66,LS,65
B. Figueroa,19,75,LM,65
M. Lorentzson,33,65,LCB,65
S. Al Duayyi,25,67,CB,65
N. Mbemba,23,70,CDM,65
J. Rhyner,22,77,CB,65
K. Wrzesi?ski,24,68,LM,65
F. Porath,21,73,LM,65
T. Rodr¡guez,22,75,RM,65
O. Mares,31,65,LB,65
M. Connolly,26,69,LCB,65
P. Twumasi,24,71,RW,65
S. Al Sawadi,25,68,CAM,65
Lee Ki Je,26,66,LM,65
T. Al Absi,25,70,LCB,65
D. Torres,25,68,LB,65
Ding Haifeng,26,66,LB,65
E. Pern¡a,23,72,ST,65
L. Coyle,22,74,RB,65
S. Silva,28,65,ST,65
S. Gnaka,19,78,LB,65
Y. Bourhane,19,77,LDM,65
J. Stockley,24,68,RS,65
I. V squez,32,65,RCM,65
M. De Iriondo,25,69,CDM,65
M. Damsgaard,17,79,RCM,65
Kak ,27,65,CAM,65
M. Blair,29,65,RM,65
J. Petriccione,23,71,RCM,65
J. Sambenito,26,65,ST,65
C. Schoissengeyr,23,69,CB,65
L. Perdomo,21,75,CDM,65
M. R”ser,27,65,LM,65
S. Roux,25,69,RB,65
Pol Valent¡n,21,79,RB,65
?scar Valent¡n,23,71,CDM,65
H. Ru¡z,31,65,RDM,65
Kim Min Woo,28,65,CM,65
F. Kippe,40,65,LCB,65
J. ?ezn¡?ek,30,65,ST,65
A. Al Zaqan,27,65,RM,65
G. Acampora,24,72,CM,65
J. Alondro,30,65,LB,65
L. Ferguson,18,81,CAM,65
R. Augustyniak,24,69,CDM,65
A. Cannon,22,74,CM,65
C. Woods,31,65,RB,65
E. Sabbi,20,76,RS,65
D. McCrory,28,65,LB,65
T. ™ztrk,28,65,LDM,65
De Los Reyes,26,68,LB,65
O. Garc¡a,25,66,LM,65
A. Batsula,26,67,CB,65
R. Kerschbaum,24,69,CDM,65
N. Bakker,25,68,LCB,65
Raphael Silva,26,69,CB,65
L. Berry,25,68,CM,65
Mauro Cerqueira,25,67,LB,65
S. Bidaoui,28,65,LW,65
Dami…,22,71,CDM,65
H. Jele,31,65,LCB,65
D. Jones,31,65,LB,65
G. Poussin,19,79,GK,65
R. Edwards,24,69,CB,65
B. Finne,23,72,LM,65
N. Varela,27,65,RM,65
R. Tarife¤o,21,76,ST,65
Bruno Gomes,21,75,ST,65
M. Dombrowka,26,66,LB,65
N. Mezquida,26,67,CAM,65
M. Saadane,26,68,LCB,65
M. Fink,28,65,RB,65
B. Diaby,20,75,CB,65
C. Elder,23,72,LB,65
R. Ledson,20,77,CM,65
M. Udol,22,74,LB,65
A. Al Mutairi,32,65,LM,65
P. Tschernegg,25,69,CDM,65
J. Duque,27,66,LB,65
A. Katranis,20,75,LB,65
Alo¡sio,20,75,CB,65
Evandro,30,65,ST,65
G. Castillejos,32,65,ST,65
B. Renneke,25,67,RB,65
K. van Veen,27,66,LS,65
N. Garmendia,20,76,CAM,65
M. Birighitti,27,66,GK,65
E. Alexander,30,65,CDM,65
F. Palacios Mart¡nez,23,71,ST,65
Luis Ruiz,26,68,LB,65
A. Hunter,22,73,LW,65
L. Owusu,21,73,RWB,65
J. Phojo,25,66,RB,65
L. Rougeaux,24,69,RB,65
O. Fisher,26,65,RB,65
A. Benchaib,20,76,CAM,65
F. Fydriszewski,25,70,ST,65
T. Ndenge,21,74,CDM,65
F. Fl¢rez,25,72,CDM,65
G. Risso Patr¢n,22,74,LB,65
T. Parkes,26,65,CB,65
J. Untersee,24,71,RM,65
D. Gabriele,23,72,CAM,65
M. Mbaye,22,73,LCM,65
S. Lovric,20,77,RCM,65
C. Kerr,22,73,RB,65
G. Zelalem,21,75,CM,65
Song Boxuan,28,65,LM,65
Ronan,23,71,ST,65
A. Gruber,23,71,LW,65
T. Nowak,32,65,CAM,65
S. Salviato,30,65,RB,65
G. Aguirre,22,73,CB,65
G. Rojas,21,77,LB,65
I. Openda,18,81,ST,65
R. Wallace,30,65,LW,65
J. Jervis,26,66,ST,65
S. O'Neill,24,70,RCB,65
J. Butez,23,71,GK,65
Raul Asencio,20,78,ST,65
T. Ho?ota,27,65,CDM,65
G. Paquiez,24,68,RB,65
F. Costa,26,65,LM,65
N. Aankour,24,68,LM,65
Erik Exp¢sito,22,75,ST,65
J. Donisa,24,71,ST,65
Choi Kyu Baek,24,71,CB,65
M. Rojas,22,73,RCM,65
Pedro Silva,21,77,GK,65
M. Giannikoglou,25,69,GK,65
J. Hanson,22,76,CDM,65
V. Demidov,31,65,LCB,65
G. Rehak,25,71,GK,65
K. Bare,20,74,CAM,65
Paulo Ot vio,23,72,LB,65
N. Oroz,24,70,RCM,65
A. Walongwa,24,67,CB,65
T. Moore,20,72,RB,65
R. Yamanaka,25,70,LB,65
E. Hamilton,19,78,CM,65
R. Salinas,31,65,ST,65
S. Zwierschitz,27,65,RB,65
J. Vickers,22,75,GK,65
C. Gribbin,19,80,CAM,65
A. Stewart,25,68,CB,65
S. Tronstad,22,68,RCM,65
A. Castro,31,65,CDM,65
C. Chaplin,21,75,LS,65
D. O'Dea,31,65,LCB,65
N. Bandiera,28,65,RM,65
A. Figueroa,30,65,LCB,65
J. Sternberg,25,67,LB,65
M. Bl zquez,27,66,LCB,65
K. Grant,20,78,LS,65
A. Al Zain,26,65,RCM,65
Hwang Il Soo,30,65,ST,65
T. Fountas,22,70,ST,65
N. Quaschner,24,69,LM,65
G. Sep£lveda,29,65,CDM,65
R. Aponz ,29,65,CAM,65
Lei Tenglong,27,67,LCB,65
S. Lo Faso,20,79,CF,65
Jo?o Reis,26,68,LB,65
G. Nijholt,28,65,LCM,65
S. Conneely,29,65,CDM,65
K. Conboy,30,65,LB,65
C. Nelson,25,72,RCB,65
S. Brown,33,65,GK,65
Kwak Hae Seong,26,66,RB,65
M. Caranta,39,65,GK,65
D. Bassi,33,65,GK,65
J. Kempin,25,67,GK,65
?lvaro Traver,25,68,LM,65
F. Brustad,29,65,ST,65
E. O'Connell,22,71,CB,65
S. Floranus,19,74,RB,65
Dani Su rez,28,65,RCB,65
S. Olsson,20,75,RCM,65
O. Verdon,22,72,RCB,65
T. Brown,27,65,CB,65
S. Ibeagha,26,70,CB,65
G. Modica,27,67,CB,65
A. Pavlovi?,24,70,ST,65
M. Sylla,18,84,ST,65
K. Gu‚d‚,33,65,ST,65
A. ?stb?,27,69,GK,65
J. Mills,28,65,LB,65
W. Marinus,23,70,LM,65
S. Al Jaman,24,68,LM,65
I. Koneh,23,70,LW,65
H. Piedra,25,71,GK,65
A. Leautey,22,73,LM,65
T. B?rven,26,66,ST,65
L. Nielsen,31,65,CB,65
Bruno Andrade,24,68,LM,65
V. Jacob,24,70,CAM,65
R. Lacazette,24,71,CDM,65
T. Nishino,24,71,CB,65
D. Sosa,20,72,LB,65
D. Kyereh,22,72,ST,65
I. Ou‚draogo,29,65,ST,65
A. Smith-Brown,22,74,LB,65
D. Atanga,21,74,RM,65
R. Ogawa,21,72,LB,65
Olabe,22,75,CM,65
A. Skov Olsen,18,79,RW,65
W. Golla,26,67,LCB,65
A. €eviker,28,66,RDM,65
Chumi,19,82,CB,65
M. Ahlschwede,28,65,CB,65
R. Dadashov,26,66,RS,65
D. Rodr¡guez,22,75,CM,65
A. Gerrard,32,65,LCB,65
O. Franco,25,68,ST,65
G. Liddle,32,65,RCB,65
C. Paredes,20,80,CM,65
M. Ogasawara,39,65,CDM,65
L. O'Nien,23,70,CM,65
Einar Galilea,24,73,CB,65
F. Tingager,25,69,CB,65
R. Reid,29,65,ST,65
V. Supriaga,18,84,ST,65
C. Starfelt,23,70,RCB,65
R. Boukari,31,65,RW,65
E. Vandenabeele,26,68,RCB,65
D. Fox,34,65,CDM,65
D. Boldor,23,69,CB,65
S. Narazaki,42,65,GK,65
N. Brock-Madsen,25,68,ST,65
K. Boto,22,76,LB,65
J. Bothroyd,36,65,ST,65
J. S?owik,26,67,GK,65
L. Norris,25,66,ST,65
D. Schmidt,26,66,RB,65
A. Longhi,29,65,LB,65
D. Dziwniel,25,68,LB,65
G. Fechner,20,77,CDM,65
T. Diagouraga,31,65,CM,65
Yoon Bit Garam,28,65,LCM,65
J. Maja,19,82,ST,65
O. Ciss‚,27,66,CDM,65
A. Butler,34,65,LCB,65
O. Marciano,28,67,GK,65
H. Kadish,25,67,LB,65
J. Allen,23,74,RCM,65
G. Melkadze,21,74,LM,65
K. Hashimoto,24,70,LDM,65
Hu Rentian,27,65,RW,65
C. Pickel,21,79,LDM,65
S. Chukwueze,19,81,RS,65
D. Andrew,27,65,LB,65
A. Kofler,31,65,GK,65
T. Walker,21,75,RS,65
N. Venema,19,77,ST,65
R. Sufyani,31,65,RM,65
J. Borring,33,65,LM,65
N. Nyauza,28,65,RB,65
Marcelo Vildeia,34,65,ST,65
V. Janelt,20,76,CM,65
L. Nieuwpoort,23,69,CB,65
Hu Jinghang,21,73,ST,65
Aguado,22,76,LCM,65
A. Raineau,32,65,LB,65
S. M”lders,33,65,ST,65
C. Mackail-Smith,34,65,RS,65
A. Power,30,65,LCM,65
A. Sabbione,26,66,RCM,65
D. Tadi?,28,65,ST,65
G. Karlen,25,69,ST,65
K. Jackson,24,68,ST,65
G. Zakuani,32,65,LCB,65
J. Mez£,28,65,CAM,65
A. Verschueren,21,69,RCM,65
K. Miyahara,22,74,RB,65
Nito Carbelho,26,65,ST,65
N. Manzambi,21,79,ST,65
A. Ferdinand,33,65,LCB,65
B. Pringle,29,65,LM,65
D. Boysen,27,65,RM,65
G. Kusunga,30,65,RCB,65
A. Tshibola,23,70,CM,65
C. Jopia,26,66,LB,65
Francisco J£nior,26,68,CM,65
M. Fox,24,69,LB,65
A. Hanche-Olsen,21,73,CB,65
J. Welsh,34,65,CDM,65
U. Garcia,22,72,LB,65
Gao Zhunyi,22,74,RCB,65
M. Hildebrandt,29,66,GK,65
J. O'Shea,29,65,RCM,65
J. Thomassen,25,68,ST,65
B. Shea,28,65,LM,65
J. Gleeson,28,66,GK,65
M. Ak‡a,27,65,CB,65
S. Romero,29,65,ST,65
D. Giannoulis,22,73,LB,65
D. Mirfin,33,65,CB,65
C. Martinez,21,70,RM,65
M. Nichols,29,65,CAM,65
A. Borysiuk,26,68,CDM,65
B. Cargill,22,76,LCB,65
R. Shindo,22,71,RCB,65
Y. Adli,17,84,CM,65
G. Gigliotti,28,66,LCB,65
M. Benning,24,69,LWB,65
F. Ananou,20,74,RB,65
M. Scavone,31,65,LCM,65
U. Antuna,20,75,RM,65
G. Carpani,24,70,CM,65
